0.000000, 0.000000, 0.000000, 0.522178, 0.013839, 0.165654
0.000000, 0.000000, 0.000000, 0.452001, -0.013839, -0.165654
0.522178, 0.013839, 0.165654, 0.605544, 0.015390, 0.193567
0.522178, 0.013839, 0.165654, 0.960978, 0.026126, 0.303392
0.605544, 0.015390, 0.193567, 0.605131, 0.019988, 0.195049
0.605544, 0.015390, 0.193567, 0.684878, 0.012261, 0.218509
0.684878, 0.012261, 0.218509, 0.719568, 0.010358, 0.234256
0.684878, 0.012261, 0.218509, 0.729252, 0.011045, 0.227619
0.960978, 0.026126, 0.303392, 1.129718, 0.038936, 0.357138
0.960978, 0.026126, 0.303392, 1.230860, 0.025597, 0.387328
1.129718, 0.038936, 0.357138, 1.236094, 0.058682, 0.392601
1.129718, 0.038936, 0.357138, 1.191510, 0.031957, 0.375238
1.236094, 0.058682, 0.392601, 1.241473, 0.059573, 0.394401
1.236094, 0.058682, 0.392601, 1.337091, 0.077537, 0.426264
1.337091, 0.077537, 0.426264, 1.344407, 0.077093, 0.429039
1.337091, 0.077537, 0.426264, 1.430569, 0.096797, 0.457086
1.430569, 0.096797, 0.457086, 1.490500, 0.096085, 0.482920
1.430569, 0.096797, 0.457086, 1.462621, 0.116461, 0.461579
1.490500, 0.096085, 0.482920, 1.491311, 0.095554, 0.487450
1.490500, 0.096085, 0.482920, 1.547701, 0.095927, 0.503399
1.547701, 0.095927, 0.503399, 1.559302, 0.095844, 0.508858
1.547701, 0.095927, 0.503399, 1.593246, 0.095851, 0.518398
1.191510, 0.031957, 0.375238, 1.200619, 0.029569, 0.382027
1.191510, 0.031957, 0.375238, 1.243463, 0.027450, 0.386335
1.243463, 0.027450, 0.386335, 1.246122, 0.026287, 0.387858
1.243463, 0.027450, 0.386335, 1.292492, 0.024128, 0.395853
1.292492, 0.024128, 0.395853, 1.301970, 0.033769, 0.400744
1.292492, 0.024128, 0.395853, 1.327339, 0.011484, 0.399566
1.230860, 0.025597, 0.387328, 1.271177, 0.029639, 0.406636
1.230860, 0.025597, 0.387328, 1.459794, 0.021029, 0.451759
1.459794, 0.021029, 0.451759, 1.477463, 0.016932, 0.460498
1.459794, 0.021029, 0.451759, 1.670404, 0.020570, 0.507268
1.670404, 0.020570, 0.507268, 1.671165, 0.020461, 0.507553
1.670404, 0.020570, 0.507268, 1.880240, 0.020219, 0.562489
1.880240, 0.020219, 0.562489, 1.933986, 0.092085, 0.738578
1.880240, 0.020219, 0.562489, 1.938692, -0.051835, 0.415927
1.933986, 0.092085, 0.738578, 1.929751, 0.125122, 0.808518
1.933986, 0.092085, 0.738578, 1.990801, 0.129354, 0.840903
1.929751, 0.125122, 0.808518, 1.929702, 0.129114, 0.817048
1.929751, 0.125122, 0.808518, 1.925565, 0.154163, 0.869918
1.925565, 0.154163, 0.869918, 1.925931, 0.152116, 0.901204
1.925565, 0.154163, 0.869918, 1.921261, 0.183533, 0.896404
1.990801, 0.129354, 0.840903, 1.994878, 0.130908, 0.849831
1.990801, 0.129354, 0.840903, 2.043472, 0.165026, 0.934182
2.043472, 0.165026, 0.934182, 2.054132, 0.154567, 0.947577
2.043472, 0.165026, 0.934182, 2.082066, 0.208843, 1.008014
2.082066, 0.208843, 1.008014, 2.083065, 0.210265, 1.010401
2.082066, 0.208843, 1.008014, 2.119658, 0.251235, 1.079452
2.119658, 0.251235, 1.079452, 2.116957, 0.258541, 1.086635
2.119658, 0.251235, 1.079452, 2.158843, 0.285072, 1.141605
2.158843, 0.285072, 1.141605, 2.163556, 0.289115, 1.149807
2.158843, 0.285072, 1.141605, 2.193310, 0.314862, 1.195546
2.193310, 0.314862, 1.195546, 2.193499, 0.315051, 1.195903
2.193310, 0.314862, 1.195546, 2.227588, 0.344461, 1.249130
2.227588, 0.344461, 1.249130, 2.252664, 0.368228, 1.292624
2.227588, 0.344461, 1.249130, 2.236764, 0.350272, 1.259182
